index,Name,Aces,Double Faults,Service Points Won,Break Points Converted,Sets Won,Tiebreaks Won,Wins,Match Duration,Year
324,Franco Davin,0.6,1.6,40.2,4,0.8,0.2,0.2,98.2,1994
325,Fabrice Santoro,2.4,3.2,36.2,1.6,0.8,0.4,0.4,97,1994
326,Gilbert Schaller,0.6,1,39.6,4.2,1.4,0.2,0.6,78.6,1994
327,Ronald Agenor,2.6,1,44,2.4,0.6,0,0.2,119.6,1994
328,Andrei Cherkasov,1.4,4.2,30.2,1.8,0.4,0.2,0.2,121.8,1994
329,Marc-Kevin Goellner,14.8,5.8,56.4,2,1.2,0.2,0.4,79.8,1994
330,Jordi Arrese,0,2.4,49,3,1,0.2,0.4,105.4,1994
331,Franco Davin,0.4,1.8,42,5,1,0,0.4,107.4,1994
332,Emilio Sanchez,2.6,0.8,43.4,2.8,1.4,0,0.6,78.4,1994
333,Federico Sanchez,0,1,29,3.2,1,0,0.6,114.6,1994
334,Alberto Berasategui,2,3.8,46.2,4.8,1.4,0.2,0.6,124.6,1994
335,Alberto Berasategui,1.8,2.8,53.4,4.4,1.6,0.2,0.6,124.6,1994
336,Emilio Sanchez,2.4,1.2,40.8,2.4,1.2,0,0.6,95.4,1994
337,Andrei Medvedev,2.6,2,51,4.2,1.6,0.2,0.8,197.6,1994
338,Andrei Medvedev,1,2,51.2,5,1.8,0.2,0.8,205.6,1994
339,Pete Sampras,9.4,4,49.2,4,2,0.2,1,102.6,1994
340,Boris Becker,9.2,4.8,52.8,2.4,1,0,0.2,134.6,1994
341,Andre Agassi,2.2,2,44.6,3.8,1.8,0.2,0.8,97.8,1994
342,Alex Antonitsch,6.4,3.6,47.2,4.2,1.8,0.2,0.8,123,1994
343,Henrik Holm,7.8,3.6,47.4,1.4,0.6,0,0.2,160.8,1994
344,Daniel Vacek,6.8,5,47.6,2.6,1,0.2,0.4,105.8,1994
345,Andrei Olhovskiy,17.2,6.4,56.4,1.6,1.4,0.4,0.4,134.6,1994
346,Greg Rusedski,10.8,4.4,54.2,1.8,0.8,0.2,0.2,113.8,1994
347,Andre Agassi,2.8,2,45.2,3.4,1.8,0.2,0.8,121,1994
348,Brad Gilbert,4.4,4.2,51.8,3,1,0,0.4,135.8,1994
349,Guillaume Raoux,3,3.2,55.4,2.4,1.4,0.6,0.6,107.6,1994
350,David Wheaton,8.4,5,49.6,3,1.8,0.2,0.8,155.2,1994
351,Guillaume Raoux,3.2,2.8,47.4,2.2,1.2,0.4,0.6,113.4,1994
352,Andre Agassi,4,2.6,52.4,4,1.8,0.2,0.8,129,1994
353,Andre Agassi,4,2.2,50.2,3.4,1.4,0.2,0.6,129.6,1994
354,Christian Bergstrom,3,3.6,49.6,2.2,1,0.2,0.4,127.8,1994
355,Henri Leconte,7.4,6.8,54.6,3.2,1.4,0.2,0.4,81.6,1994
356,Jakob Hlasek,5.6,3.4,47.2,1.6,0.8,0.4,0.4,119,1994
357,Alexander Volkov,4.6,1.4,48.6,3,1.4,0.4,0.6,102.6,1994
358,Alexander Mronz,7.6,3.4,55.6,4,1.4,0.2,0.4,129.6,1994
359,Jakob Hlasek,7.8,3,52.4,2.2,1.2,0.4,0.6,122.6,1994
360,Alexander Volkov,5,2.2,49.4,3.2,1.4,0.4,0.6,98.8,1994
361,Christian Bergstrom,3.6,2,50.2,2.2,1.2,0.2,0.6,119.4,1994
362,Jakob Hlasek,7.4,2.2,53.2,2.2,1.2,0.4,0.6,114.8,1994
363,Jordi Arrese,0.2,2.2,43.4,2.8,1,0,0.4,114.8,1994
364,Javier Sanchez,1.6,1.8,41,4,1.6,0.2,0.6,217.8,1994
365,Bernd Karbacher,4.2,3.8,41.8,2.2,0.6,0.4,0.2,156,1994
366,Francisco Roig,2.2,1.4,35.2,3.8,1.2,0.2,0.6,110.4,1994
367,Magnus Larsson,6.6,2.2,42.8,3.4,1.6,0,0.8,151.8,1994
368,Richard Fromberg,8.8,5.8,60.4,2.4,1,0.6,0.2,111.2,1994
369,Alex Corretja,1,1.8,40,3.6,1,0,0.4,135.6,1994
370,Franco Davin,0.4,1.2,45,6,1.4,0,0.6,133.2,1994
371,Emilio Sanchez,2.2,1.2,40.4,1.8,0.8,0,0.4,91,1994
372,Francisco Clavet,0.2,3.2,36.8,3,1,0.2,0.4,108.2,1994
373,Andrei Medvedev,1.6,2.2,54.2,4.4,1.6,0.4,0.6,202,1994
374,Andrea Gaudenzi,2.4,2,38.8,3.4,1.6,0.4,0.8,155.4,1994
375,Andrei Cherkasov,1.8,3.4,36.8,2,0.8,0.4,0.4,114.8,1994
376,Fabrice Santoro,1.2,3.2,34.8,2,0.8,0.2,0.4,91.8,1994
377,Jaime Yzaga,2.8,3.2,50.4,2.8,1.2,0.2,0.4,119,1994
378,Alberto Berasategui,1,1.8,47.4,4.2,1.8,0.2,0.8,141.6,1994
379,Jordi Arrese,0.2,1.6,41.4,3,1.2,0,0.6,133.2,1994
380,Gilbert Schaller,0.6,0.2,35.8,2.8,1,0,0.4,124.2,1994
381,Marcelo Filippini,1.4,2.2,42.6,3.6,1.2,0,0.4,154,1994
382,Alberto Berasategui,1.2,2,46.8,3.6,1.4,0.2,0.6,126,1994
383,Jean-Philippe Fleurian,4,2.2,50.8,3,0.8,0,0.4,132.4,1994
384,Alex Corretja,1,0.8,41.4,4.6,1.6,0,0.8,135.2,1994
385,Richard Krajicek,10.2,3.6,52,3,1.4,0.4,0.6,117.8,1994
386,Carlos Costa,4.2,2.8,48,5.2,2,0,1,228.2,1994
387,Alex Corretja,1.6,0.8,46.6,5,1.6,0,0.8,152.8,1994
388,Carlos Costa,4,2.6,44.8,4,1.6,0,0.8,221.6,1994
389,Jonathan Stark,9.6,3.2,40.4,1.6,0.8,0.2,0.4,103.4,1994
390,Omar Camporese,7.4,2,46.2,1.2,0.2,0,0,136.8,1994
391,Daniel Vacek,5.6,4.2,44.4,2,1,0.2,0.4,74.8,1994
392,Chuck Adams,4.6,1.2,44.6,1.8,0.8,0,0.4,129.2,1994
393,Boris Becker,8,3.4,49,2.8,1.2,0.2,0.4,121,1994
394,Ivan Lendl,3,1.4,37.6,2.6,1,0,0.4,86.4,1994
395,Aaron Krickstein,4.2,2,44.4,3.8,1.4,0,0.6,117.2,1994
396,Patrick Rafter,6,2.2,43.8,3.2,1.6,0.2,0.8,71.6,1994
397,Amos Mansdorf,3,1.8,45,1.8,1.2,0.4,0.4,108.6,1994
398,Guillaume Raoux,3.8,1.6,47.4,2.2,1.2,0.4,0.6,100.2,1994
399,Chuck Adams,3.6,1.2,41,1.6,1.2,0,0.6,135.2,1994
400,Boris Becker,5.6,3.2,43.8,3.4,1.4,0.2,0.6,120.2,1994
401,Aaron Krickstein,3.4,2,41.2,4.2,1.4,0,0.6,136.8,1994
402,David Wheaton,10.8,2.6,54.4,4.4,1.8,0.2,0.8,119.8,1994
403,Patrick Rafter,7.2,2.8,40.4,3,1.4,0.2,0.6,76,1994
404,David Wheaton,11.6,2.6,55.8,4,1.4,0.2,0.6,111,1994
405,Boris Becker,5.8,2.2,39,3.6,1.4,0.2,0.6,110,1994
406,Henrik Holm,11.6,3.4,54.4,4.2,1.8,0,0.8,149,1994
407,Boris Becker,6.6,3,44,3.4,1.4,0.2,0.6,109.6,1994
408,Michael Chang,4.2,2,39.6,3.2,1.6,0.6,0.8,98.2,1994
409,David Wheaton,10,2.2,48.8,3.4,1.2,0,0.6,101.4,1994
410,Brad Gilbert,4.8,4.4,58.2,3,1.2,0.4,0.6,120.6,1994
411,Aaron Krickstein,3.6,2.4,40.2,4.4,1.4,0,0.6,130.6,1994
412,Jeff Tarango,5,2.4,45.2,4,1.2,0,0.6,111.8,1994
413,Greg Rusedski,6.2,4,54.2,3,1.4,0,0.6,106.2,1994
414,Maurice Ruah,0.8,1.6,30.8,1.4,0,0,0,70.8,1994
415,Andrei Olhovskiy,10.2,4.6,46.4,2.6,1.2,0.4,0.4,111,1994
416,Brad Gilbert,6,4.4,58,3,1.6,0.6,0.8,111.8,1994
417,Greg Rusedski,8,3.8,56.6,3.4,1.6,0,0.6,79.6,1994
418,Martin Damm,8,4.6,54.8,2.2,1.2,0.2,0.4,107.8,1994
419,Brad Gilbert,5.4,4.4,43.4,2.8,1.2,0.4,0.6,115.8,1994
420,Michael Chang,3.4,2.4,38.8,3.6,2,0,1,60.8,1994
421,Guy Forget,3,1.2,34.4,1,0.4,0,0.2,74.8,1994
422,Cedric Pioline,1.4,2.2,39.4,3.2,1,0,0.4,79.4,1994
423,Henri Leconte,6.2,5.6,46.8,2.6,1.2,0.2,0.4,82.4,1994
424,Carlos Costa,3.4,2.6,47.6,4.4,1.6,0,0.8,187.8,1994
425,Henrik Holm,9.6,2.2,39.8,2.6,1.2,0,0.6,106.4,1994
426,Emilio Sanchez,1,1.2,39.2,2.2,0.8,0,0.4,106,1994
427,Jordi Burillo,4.4,3.8,37.8,3.6,1.4,0,0.6,129.4,1994
428,Alberto Mancini,2.8,4.4,45.6,3,0.8,0.2,0.2,101.2,1994
429,Paul Haarhuis,2.6,1,36,2.8,1.2,0,0.6,60.4,1994
430,Jonas Svensson,4.2,2.4,41.6,2.8,0.8,0,0.2,119.4,1994
431,Javier Sanchez,0.8,1.6,37.4,3.6,1.2,0,0.4,159.4,1994
432,Andrei Medvedev,1.8,1.6,56.4,4,1.6,0.2,0.6,147.4,1994
433,Horst Skoff,2.4,2.4,36,3,0.8,0,0.4,110.2,1994
434,Alberto Berasategui,1.2,2,40.2,4.2,1.6,0.4,0.8,108.6,1994
435,Jaime Yzaga,2.2,3,49.6,4,1.4,0.2,0.6,110.6,1994
436,Michael Stich,8.2,2.6,51.2,3,1.4,0,0.6,97.8,1994
437,Alberto Berasategui,1,1.6,39.6,4,1.4,0.6,0.6,98.8,1994
438,Andrei Medvedev,2.6,1.2,56,4,1.8,0.4,0.8,85,1994
439,Sergi Bruguera,1.8,0.8,38.2,5.6,2,0.2,1,108.6,1994
440,Andrei Medvedev,1.4,1.2,54.8,5.4,2.2,0.4,1,90.2,1994
441,Jamie Morgan,10,4.6,45.6,3.2,1.4,0,0.6,105.8,1994
442,Gianluca Pozzi,2.2,2,40.2,2,0.6,0.4,0.2,110,1994
443,Alexander Mronz,6.4,1.2,41,2,0.8,0.2,0.4,127,1994
444,Jeff Tarango,4.4,2.6,39.8,4,1.2,0.2,0.6,113,1994
445,Chuck Adams,2.8,1,42.2,2,1.2,0.2,0.6,93.4,1994
446,Michael Chang,3.2,2.6,37,3.8,2,0,1,49,1994
447,Andre Agassi,3.2,2.2,47.6,3.4,1.4,0.2,0.6,116.8,1994
448,Brad Gilbert,11,5.8,49.8,3.4,1.4,0.4,0.6,100.8,1994
449,Franco Davin,2,1.6,41,5.6,1,0,0.4,129,1994
450,Luiz Mattar,5,1.6,37.8,3,1.2,0.2,0.6,154.4,1994
451,Andre Agassi,3.2,2.6,52.8,4,1.4,0.2,0.6,96,1994
452,Jimmy Connors,0.8,2.8,47.6,3.8,0.8,0,0.2,79.2,1994
453,Christian Bergstrom,3.2,0.8,36.2,2.4,1.2,0,0.6,110,1994
454,Andre Agassi,2.4,2.4,45.2,3,1,0,0.4,91.6,1994
455,MaliVai Washington,5.4,2.4,36.4,2.8,1.2,0,0.6,66.2,1994
456,Michael Chang,2.2,1.4,43,4.6,2,0.2,1,80.6,1994
457,Goran Ivanisevic,6.6,4.6,40.4,4.2,1.2,0,0.6,86.4,1994
458,German Lopez,8.4,4.6,37.2,0.6,0.4,0.2,0,107,1994
459,Frederic Fontang,0.8,1,35.2,2.6,0.8,0.2,0.4,84,1994
460,Alexander Volkov,9.2,3.6,53.6,3.8,1.6,0.4,0.6,87.6,1994
461,Alberto Berasategui,0.8,1.8,41.4,4,1.2,0.6,0.4,92,1994
462,Horacio De La Pena,1,1.4,52.2,5,1.2,0,0.2,102.8,1994
463,Andrea Gaudenzi,0.8,3,40.2,4.2,1.2,0.2,0.6,104.2,1994
464,Guillaume Raoux,5.2,1.2,42.8,2.8,1,0,0.4,80.6,1994
465,Javier Sanchez,0.8,1.6,38.8,3.2,1.2,0,0.4,121.2,1994
466,Gilbert Schaller,0.6,0.2,36.6,3.4,1.2,0,0.6,112.8,1994
467,Gabriel Markus,2.6,2.8,37.8,2.6,0.6,0,0.2,92.8,1994
468,Guillaume Raoux,4.2,1.4,40.2,2.8,1,0,0.4,75.2,1994
469,Jaime Yzaga,1.4,2.4,43.4,5.2,1.6,0,0.8,117,1994
470,Jaime Yzaga,1,2.2,38.8,4.4,1.6,0,0.8,128.8,1994
471,Carlos Costa,2.4,1.6,38.8,5.2,1.4,0,0.6,97,1994
472,Ivan Lendl,5.4,4.2,39,3.4,1.4,0,0.6,94,1994
473,Alex Corretja,2,2,44.6,3.8,1.2,0.2,0.6,80.6,1994
474,Jaime Yzaga,0.6,1.8,35.8,4.2,1.4,0,0.6,128.2,1994
475,Sergi Bruguera,3.8,1.4,41.6,5.2,1.8,0.2,0.8,101.8,1994
476,Andrei Cherkasov,1.2,5,38.8,3,0.8,0.2,0.2,124,1994
477,Cedric Pioline,2.2,2.2,40,4.6,1.4,0,0.6,70.4,1994
478,Henri Leconte,6,6,53,3,1,0.2,0.2,93,1994
479,Karel Novacek,9.2,1.8,44,1.2,0.4,0,0,95.2,1994
480,Amos Mansdorf,2.2,1.6,37.2,3.2,1.4,0,0.6,107.8,1994
481,Greg Rusedski,8,4.2,56,3.4,1.2,0,0.4,81.8,1994
482,Henrik Holm,9.2,3.8,44,3.4,1.2,0,0.6,91.4,1994
483,Bernd Karbacher,3.2,3.2,58.2,3.2,1.6,0.4,0.6,123.6,1994
484,Cedric Pioline,3.2,2.2,40,3.8,1,0,0.4,101,1994
485,Magnus Gustafsson,1,4.4,35,4.6,1.6,0,0.8,77.6,1994
486,Henrik Holm,5.8,3.6,38.6,2.4,0.8,0,0.4,85,1994
487,Bernd Karbacher,3,3.2,62.6,3.2,1.6,0.4,0.6,89.2,1994
488,Amos Mansdorf,3.4,2.4,48.2,3,1.4,0.4,0.6,93,1994
489,Michael Stich,6.8,2.4,50,4.6,1.6,0.4,0.8,94,1994
490,Magnus Gustafsson,1,4.4,34.8,4,1.2,0,0.6,86.2,1994
491,Andrei Chesnokov,1.6,3.8,42,4.6,1.6,0.2,0.8,56.6,1994
492,Andrei Chesnokov,1.8,3.8,42.8,3.8,1.4,0.2,0.6,60.4,1994
493,Bernd Karbacher,2.6,3,53,3,1.4,0.4,0.6,86.4,1994
494,Michael Stich,5.6,3.2,53.8,5.2,2,0.4,1,93.4,1994
495,Carlos Costa,2.2,1.4,37.4,4.8,1.4,0.2,0.6,99.8,1994
496,Marc Rosset,6.4,5.4,44.6,0.6,0.6,0.2,0.2,87.2,1994
497,Henrik Holm,3.4,3.6,33.4,1.6,0.4,0,0.2,70.6,1994
498,Alexander Volkov,8.4,3.6,52.4,3.8,1.4,0.2,0.4,89.8,1994
499,Carl-Uwe Steeb,2.4,1.6,45.4,2.2,0.6,0,0,84.4,1994
500,Alberto Berasategui,0.6,1.6,45.8,4,1.4,0.6,0.4,111.4,1994
501,Andrei Cherkasov,1.4,4.8,37.8,2.8,0.8,0.2,0.2,113.4,1994
502,Karel Novacek,4.4,2,37.8,1.6,0.2,0,0,83.2,1994
503,Jordi Arrese,0.4,0.4,43.8,3.8,1.2,0.2,0.4,105.2,1994
504,Gilbert Schaller,0.2,0.2,39.2,3.6,1,0.2,0.4,103.2,1994
505,Amos Mansdorf,3.4,2.6,49.2,2.4,0.8,0.4,0.4,110,1994
506,Daniel Vacek,3,3.4,45,1.8,1,0.2,0.4,43.4,1994
507,Aaron Krickstein,5.4,2,46.8,3.4,1,0,0.2,95.8,1994
508,Javier Sanchez,1,0.8,40.2,3,1.2,0,0.6,82.2,1994
509,Jaime Yzaga,1,2,43,4.4,1.8,0.2,0.8,121.6,1994
510,Emilio Sanchez,1.4,0.8,44.8,2,0.8,0.2,0.2,123.4,1994
511,Jaime Yzaga,0.6,1.6,42,3.8,1.8,0.2,0.8,120.6,1994
512,Andrei Medvedev,1,2,53.6,5.2,2,0.4,0.8,89.8,1994
513,Magnus Gustafsson,0.8,3.8,31.4,4,1.2,0,0.6,85.4,1994
514,Carlos Costa,2.4,1,40.2,4.8,1.8,0.2,0.8,111,1994
515,Diego Nargiso,2.8,4.2,34.4,3,0.8,0,0.4,99.2,1994
516,Andrei Chesnokov,1.4,2.4,38,4.2,1.8,0.2,0.8,65.4,1994
517,Javier Sanchez,1.4,0.6,43.2,2.8,1.2,0,0.6,71.2,1994
518,Andrei Chesnokov,1.2,2.2,35,3.6,1.4,0.2,0.6,78.4,1994
519,Andrei Medvedev,1,2,46.4,5,2,0.2,0.8,94.2,1994
520,Henri Leconte,4.4,3.4,48.4,3.8,1.2,0.2,0.4,80,1994
521,Richard Krajicek,7.6,2.8,46.4,3.8,1.8,0.4,0.8,80.6,1994
522,Javier Sanchez,1.6,0.4,49.2,2.8,1.6,0.2,0.8,73,1994
523,Alex Corretja,1,1.4,43,3.2,1.2,0,0.6,93,1994
524,Carlos Costa,1.8,1.2,46.2,4.4,1.6,0.4,0.6,108.4,1994
525,Andrei Medvedev,1.2,2,49.2,5.6,2,0,0.8,97.8,1994
526,Jacco Eltingh,5.2,2.6,43.4,2.6,1.4,0.2,0.6,107,1994
527,Michael Stich,5,3.4,48.6,4,1.6,0,0.8,80.4,1994
528,Andrei Medvedev,1.6,2,46.2,5,1.8,0,0.8,93,1994
529,Andrei Medvedev,1.8,1.6,48.2,5.4,2.2,0,1,88.6,1994
530,Jared Palmer,2.8,2.4,50,2.6,1.4,0.4,0.6,94.2,1994
531,Ivan Lendl,5.4,2.8,32.2,3.6,1.4,0,0.6,89,1994
532,Chuck Adams,3,1,40.2,1.6,0.8,0.2,0.4,93.4,1994
533,Francisco Clavet,0.2,2.2,33.6,2.6,0.8,0.2,0.4,123.8,1994
534,Jim Grabb,5.6,3.6,50.8,2,1.4,0.4,0.6,110,1994
535,Ivan Lendl,5.6,3.4,37.2,3.6,1.4,0,0.6,105.6,1994
536,Bryan Shelton,11.4,5.8,59,2,1.4,0.2,0.6,103.2,1994
537,Jimmy Arias,3.6,1.8,38.8,3.2,1.4,0,0.6,158.2,1994
538,Ivan Lendl,5.2,4.4,37.6,2.8,1,0,0.4,127.6,1994
539,Luiz Mattar,9,2.6,42.8,2.6,1.6,0,0.8,148.2,1994
540,Jamie Morgan,10.2,2.4,51.4,3.4,1.8,0.2,0.8,129,1994
541,Aaron Krickstein,5.8,2,43,3,0.8,0,0.2,85.6,1994
542,Amos Mansdorf,4.4,2.8,51.8,2.6,0.8,0.4,0.4,113.4,1994
543,Michael Chang,1.8,1.8,50.2,4.4,2,0.2,1,78.2,1994
544,Andrei Cherkasov,1,4.8,36.2,2.2,0.4,0,0,80.4,1994
545,Boris Becker,6.4,3.8,45.4,3.6,1.4,0,0.6,108.4,1994
546,Cedric Pioline,3.8,2,41.6,3.6,1,0,0.4,98,1994
547,Jan Siemerink,7,2.6,49,2.6,1.8,0.4,0.8,116.2,1994
548,Greg Rusedski,7.4,3,55.6,2.8,0.8,0,0.2,86.6,1994
549,Alexander Volkov,8.6,4,56,4.4,1.4,0,0.4,93.6,1994
550,Andrei Chesnokov,1.6,1.6,32.4,4,1.4,0,0.6,94.6,1994
551,Alex Corretja,2.2,2.2,49.2,3.6,1.2,0.2,0.6,96.8,1994
552,Gianluca Pozzi,1,1.4,29,1.6,0.4,0.2,0.2,105,1994
553,Andrea Gaudenzi,1.6,3.6,36.6,3.4,1.2,0.2,0.6,111.6,1994
554,Henri Leconte,6.4,3.6,58.6,4.4,1.6,0.4,0.6,91.4,1994
555,Andrei Olhovskiy,5,4.8,47.2,1.2,1,0.4,0.4,105.6,1994
556,Alex Corretja,2.2,2,52.6,3.8,1.4,0.2,0.6,99.8,1994
557,Goran Ivanisevic,6,4.8,38.2,2.4,0.8,0.2,0.4,92,1994
558,Jacco Eltingh,5.8,2.4,48.6,2,1.6,0.4,0.8,110.6,1994
559,Andrei Medvedev,2,1.8,55,5.6,2.2,0.2,1,108.2,1994
560,Boris Becker,5.8,3.2,43.6,3.6,1.4,0,0.6,99.8,1994
561,Richard Fromberg,5,4,41.2,0.8,0.6,0.2,0.2,100.6,1994
562,Jim Courier,3,1.2,51.6,3.2,1.8,0.2,0.8,92,1994
563,Goran Ivanisevic,6.6,4.4,40.2,3,1.2,0.2,0.6,103.6,1994
564,Andrei Medvedev,1.8,1.8,47.6,4.4,1.8,0.2,0.8,120.4,1994
565,Boris Becker,4.8,3.4,46,3,1.4,0,0.6,115,1994
566,Boris Becker,4,2.6,44.2,3.4,1.8,0.2,0.8,112.2,1994
567,Boris Becker,4,3.2,39.4,2.8,1.6,0.2,0.8,100.2,1994
568,Francisco Clavet,1.2,2,40.2,2,0.8,0.2,0.2,96,1994
569,Kenneth Carlsen,6,1.2,37.6,2.6,1.2,0.2,0.6,123,1994
570,Horacio De La Pena,0.4,0.4,51.4,4,1.4,0,0.4,98.6,1994
571,Jordi Arrese,0.4,1.2,47.6,2,0.8,0.4,0.2,93.4,1994
572,Horacio De La Pena,0.2,1,48,4,1,0,0.2,95.8,1994
573,Javier Sanchez,2.4,1.2,47.4,3.4,1.6,0.2,0.8,81,1994
574,Jeff Tarango,3,2.4,46,3.4,1.2,0,0.6,103.2,1994
575,Alberto Berasategui,1,2.4,41.8,5,1.8,0,0.8,76.2,1994
576,Javier Sanchez,2.2,0.8,43.6,3.8,1.6,0.2,0.8,93.8,1994
577,Alberto Berasategui,1,2.2,41.6,4.4,1.8,0,0.8,84.2,1994
578,Henrik Holm,4.8,4,54.8,3,1,0.2,0.4,78.8,1994
579,Andrei Medvedev,1.8,1.6,52.8,4.4,2,0.2,0.8,152.6,1994
580,Martin Damm,2.8,2.6,50.2,2.6,0.8,0,0.2,148.4,1994
581,Jim Grabb,4.4,3.6,52.6,1.8,1,0.2,0.4,108.6,1994
582,Andrei Cherkasov,1,5,36.8,2.4,0.4,0,0,76.4,1994
583,Andrea Gaudenzi,2.6,4,52.2,3.8,1.4,0,0.6,97.8,1994
584,Cedric Pioline,3.8,3.2,51.4,3.6,1.4,0,0.6,114.8,1994
585,Karel Novacek,2.4,1,39.4,2.2,0.2,0,0,82.4,1994
586,Jordi Arrese,0.4,1.2,48.6,3,1.2,0.2,0.4,95.8,1994
587,Arnaud Boetsch,2.2,2.6,46.6,2.4,1,0.2,0.2,121.6,1994
588,Javier Frana,4.4,1.4,43.2,2.6,1,0.2,0.4,107.4,1994
589,Henri Leconte,5,2.6,53.4,3.8,1.2,0.4,0.4,101.8,1994
590,Karsten Braasch,4.4,2.2,45.8,3,1,0,0.4,98.8,1994
591,Jason Stoltenberg,5.2,3.6,53.4,3.6,1.2,0.2,0.4,80.4,1994
592,Andrei Chesnokov,1.6,0.8,35.4,3,0.8,0,0.4,91.6,1994
593,Daniel Vacek,2.4,4.4,47.8,2.4,1.2,0.2,0.4,96.4,1994
594,Aaron Krickstein,3,1.4,46,3.4,1.4,0.2,0.4,115.6,1994
595,Jim Courier,4.6,2,62.8,5,2.2,0,0.8,142.2,1994
596,Jordi Arrese,0.6,1.6,49.6,3.6,1.2,0.2,0.4,97.8,1994
597,Francisco Clavet,1.4,2.6,54.6,3.4,1.4,0.2,0.4,101.2,1994
598,Alberto Berasategui,0.4,2,46.6,4,1.8,0,0.8,126.6,1994
599,David Wheaton,12,3.4,66.8,3.2,1.2,0.2,0.4,122.4,1994
600,Andrea Gaudenzi,2.2,4.6,55.6,5.2,2,0,0.8,104,1994
601,Lars Jonsson,4.2,1.4,47.4,4.2,1.8,0,0.6,99.6,1994
602,Ronald Agenor,3.6,3,51.6,3.6,1,0.2,0.2,143.8,1994
603,Alberto Berasategui,1.4,2.2,47.6,4.6,2,0,0.8,141.2,1994
604,Andrei Medvedev,4.2,0.4,70,4,2.4,0.2,0.8,172.6,1994
605,Andrea Gaudenzi,1.2,4.6,57.4,5.2,1.8,0,0.6,110.4,1994
606,Alberto Berasategui,1.4,2,44.6,4.8,2,0,0.8,156.4,1994
607,Jim Courier,6,3,78.6,7,3,0.2,1,163.8,1994
608,Andrei Medvedev,4.2,0.2,75.6,4,2.4,0.2,0.8,184.2,1994
609,Alberto Berasategui,1.8,2,45.6,5.4,2.4,0,1,165,1994
610,Jim Courier,6,3.4,80.8,6.4,2.6,0.2,0.8,176.4,1994
611,Alberto Berasategui,1.8,1.8,52.4,6,2.8,0,1,165.4,1994
612,Alberto Berasategui,1.4,1.6,53.2,5.2,2.4,0,0.8,167.2,1994
613,Horacio De La Pena,0.8,0.8,37.4,3.6,1,0,0.4,105,1994
614,Stefano Pescosolido,2.4,5.2,57.8,4,1.4,0.6,0.4,104.6,1994
615,Jordi Arrese,0.8,1.4,45.6,3.8,1.2,0.2,0.4,87,1994
616,Jordi Burillo,5.4,2.4,42.6,3.4,1.2,0,0.4,94.4,1994
617,Gabriel Markus,3,3.6,50.4,3.2,1,0,0.4,110.6,1994
618,Javier Sanchez,2.2,0.4,52.2,2.6,1.4,0.2,0.6,131.6,1994
619,Gabriel Markus,3.2,4,53.8,3.8,1.4,0,0.6,101.2,1994
620,Bernd Karbacher,6.8,2.6,68.6,4.4,1.6,0.2,0.6,112.2,1994
621,Bernd Karbacher,7.6,2.6,76,4.8,2,0.6,0.8,109.6,1994
622,Bernd Karbacher,5.4,1.8,64.6,4,1.4,0.6,0.6,108.2,1994
623,MaliVai Washington,4.6,2.6,38.8,2.6,1,0.2,0.4,115,1994
624,Andrea Gaudenzi,1.4,5.2,60.6,5,1.8,0,0.6,129,1994
625,Jakob Hlasek,5.8,6.6,52,3,1,0.2,0.4,112.6,1994
626,Guillaume Raoux,4,2.8,42,2.2,0.6,0,0.2,84.4,1994
627,David Engel,3,1.6,39,1.6,0.8,0.2,0.4,115.4,1994
628,Christian Bergstrom,3.4,2.2,32.8,1.8,0.8,0,0.4,83.6,1994
629,Christo Van Rensburg,2.4,7,43.4,2.6,0.8,0,0.2,84.4,1994
630,David Wheaton,9,5.2,60.8,2,0.8,0.2,0.2,122,1994
631,Boris Becker,4,3.2,40.8,2,1.2,0.2,0.6,90.6,1994
632,Brett Steven,1.8,3,37.6,2.6,0.8,0,0.4,156.2,1994
633,Daniel Nestor,11,4.8,59.8,2.4,1,0.2,0.4,108,1994
634,Jamie Morgan,10.2,2.8,53.8,2.6,1.8,0.4,0.8,124.2,1994
635,Jason Stoltenberg,7,4.8,57.8,4.2,1.4,0,0.4,82.2,1994
636,Greg Rusedski,8.8,6.4,70,3.6,2,0.2,0.6,135.6,1994
637,Stefan Edberg,1.8,7.8,56.6,3,1.2,0.4,0.4,96.6,1994
638,Christo Van Rensburg,2.4,6.2,48.6,3.6,1.6,0,0.8,95.6,1994
639,Pete Sampras,10,4.8,53,2.6,1.6,0.4,0.8,103.6,1994
640,Andrei Olhovskiy,9.4,6.2,67.4,2.6,1.2,0,0.4,114.6,1994
641,David Nainkin,1.4,5,35,3,1,0,0.4,70.4,1994
642,Dimitri Poliakov,1,3.2,52.2,4,1.4,0.2,0.4,143.2,1994
643,Alexander Mronz,5,3,44.8,2,0.6,0,0.2,93.8,1994
644,Jim Grabb,3.8,2.6,43,2.2,0.6,0,0.2,125,1994
645,Alex Antonitsch,1.8,3.8,39.8,2.2,0.8,0,0.4,103.8,1994
646,Karsten Braasch,7.4,4.6,53.4,3,1.4,0,0.6,170.6,1994
647,Andrei Medvedev,4.6,0.6,71.8,3,1.8,0.2,0.6,165.4,1994
648,Jim Courier,5.4,3,69,5.4,2.4,0.2,0.8,184.2,1994
649,Alexander Volkov,4.2,5.8,50.4,3.6,1,0,0.4,107.6,1994
650,Amos Mansdorf,2.8,4.2,42,1.4,0,0,0,125.8,1994
